State,Year,Source,Total
Louisiana,2010,NatGas,1483201.0
Louisiana,2010,LPG,489633.0
Louisiana,2011,Biomass,113514.0
Louisiana,2011,Coal,269993.0
Louisiana,2011,Elec,294691.0
Louisiana,2011,FossFuel,4015581.0
Louisiana,2011,Geo,1891.0
Louisiana,2011,Hydro,10144.0
Louisiana,2011,NatGas,1536147.0
Louisiana,2011,LPG,516784.0
Louisiana,2012,Biomass,113460.0
Louisiana,2012,Coal,238811.0
Louisiana,2012,Elec,289101.0
Louisiana,2012,FossFuel,3886754.0
Louisiana,2012,Geo,1842.0
Louisiana,2012,Hydro,6470.0
Louisiana,2012,NatGas,1586439.0
Louisiana,2012,LPG,565869.0
Louisiana,2013,Biomass,125789.0
Louisiana,2013,Coal,228055.0
Louisiana,2013,Elec,292777.0
Louisiana,2013,FossFuel,3785289.0
Louisiana,2013,Geo,1842.0
Louisiana,2013,Hydro,9966.0
Louisiana,2013,NatGas,1499625.0
Louisiana,2013,LPG,613368.0
Louisiana,2014,Biomass,144404.0
Louisiana,2014,Coal,209973.0
Louisiana,2014,Elec,309224.0
Louisiana,2014,FossFuel,3810396.0
Louisiana,2014,Geo,1842.0
Louisiana,2014,Hydro,10366.0
Louisiana,2014,NatGas,1563857.0
Louisiana,2014,LPG,617916.0
Maine,2010,Biomass,114477.0
Maine,2010,Coal,2279.0
Maine,2010,Elec,39346.0
Maine,2010,FossFuel,277354.0
Maine,2010,Geo,70.0
Maine,2010,Hydro,37174.0
Maine,2010,NatGas,80988.0
Maine,2010,LPG,10859.0
Maine,2011,Biomass,113899.0
Maine,2011,Coal,1542.0
Maine,2011,Elec,38949.0
Maine,2011,FossFuel,268118.0
Maine,2011,Geo,68.0
Maine,2011,Hydro,38660.0
Maine,2011,NatGas,75061.0
Maine,2011,LPG,10996.0
Maine,2012,Biomass,113103.0
Maine,2012,Coal,1299.0
Maine,2012,Elec,39446.0
Maine,2012,FossFuel,244896.0
Maine,2012,Geo,72.0
Maine,2012,Hydro,35519.0
Maine,2012,NatGas,70451.0
Maine,2012,LPG,10825.0
Maine,2013,Biomass,116850.0
Maine,2013,Coal,1657.0
Maine,2013,Elec,40449.0
Maine,2013,FossFuel,253371.0
Maine,2013,Geo,72.0
Maine,2013,Hydro,33970.0
Maine,2013,NatGas,66014.0
Maine,2013,LPG,13201.0
Maine,2014,Biomass,111979.0
Maine,2014,Coal,2142.0
Maine,2014,Elec,40953.0
Maine,2014,FossFuel,252829.0
Maine,2014,Geo,72.0
Maine,2014,Hydro,34457.0
Maine,2014,NatGas,62355.0
Maine,2014,LPG,12801.0
Maryland,2010,Biomass,51683.0
Maryland,2010,Coal,266067.0
Maryland,2010,Elec,222925.0
Maryland,2010,FossFuel,963419.0
Maryland,2010,Geo,548.0
Maryland,2010,Hydro,16267.0
Maryland,2010,NatGas,217744.0
Maryland,2010,LPG,13030.0
Maryland,2011,Biomass,49917.0
Maryland,2011,Coal,241190.0
Maryland,2011,Elec,217002.0
Maryland,2011,FossFuel,900614.0
Maryland,2011,Geo,532.0
Maryland,2011,Hydro,24748.0
Maryland,2011,NatGas,199223.0
Maryland,2011,LPG,12743.0
Maryland,2012,Biomass,49822.0
Maryland,2012,Coal,192334.0
Maryland,2012,Elec,210908.0
Maryland,2012,FossFuel,857053.0
Maryland,2012,Geo,570.0
Maryland,2012,Hydro,15764.0
Maryland,2012,NatGas,216678.0
Maryland,2012,LPG,9977.0
Maryland,2013,Biomass,54874.0
Maryland,2013,Coal,183191.0
Maryland,2013,Elec,211201.0
Maryland,2013,FossFuel,847590.0
Maryland,2013,Geo,570.0
Maryland,2013,Hydro,16477.0
