State,Year,TotalC,TotalP,TotalE,TotalPrice,BiomassC,CoalC,CoalP,CoalE,CoalPrice,ElecC,ElecE,ElecPrice,FossFuelC,GeoC,GeoP,HydroC,HydroP,NatGasC,NatGasE,NatGasPrice,LPGC,LPGE,LPGPrice,GDP,POPESTIMATE
Massachusetts,2014,1437640.0,124671.0,27574.4,26.36,61735.0,29871.0,0.0,129.4,4.33,185849.0,8363.5,45.0,1011008.0,859.0,0.0,8579.0,902.0,433246.0,4599.2,10.78,11534.0,411.8,35.7,456273.0,6745408.0
Michigan,2010,2753536.0,626639.0,34591.5,18.47,129422.0,749285.0,0.0,1793.3,2.39,353651.0,10171.9,29.05,2305457.0,4898.0,0.0,12200.0,1251.0,758696.0,6595.8,9.24,41696.0,944.4,22.72,387167.0,9876498.0
Michigan,2011,2785212.0,680857.0,39387.8,20.84,140472.0,691150.0,0.0,2074.4,3.0,358443.0,10846.5,30.57,2253650.0,5088.0,0.0,13188.0,1357.0,787337.0,6520.7,8.76,40051.0,956.2,23.91,401359.75,9875736.0
Michigan,2012,2687926.0,626107.0,38965.2,21.46,140729.0,621633.0,0.0,1917.8,3.09,357640.0,11422.9,32.29,2186354.0,5193.0,0.0,11561.0,1215.0,804084.0,5628.3,7.38,35551.0,798.5,22.5,417328.25,9884781.0
Michigan,2013,2832425.0,654767.0,40621.4,20.48,148084.0,658172.0,0.0,1901.6,2.89,351567.0,11520.6,32.89,2304114.0,5193.0,0.0,13539.0,1419.0,828483.0,6047.9,7.59,47132.0,1145.7,24.33,431111.5,9898193.0
Michigan,2014,2881550.0,682788.0,40740.1,20.01,150125.0,618479.0,0.0,1735.2,2.81,352508.0,11364.6,32.38,2329372.0,5193.0,0.0,15216.0,1600.0,878699.0,6993.8,8.26,46050.0,1273.4,27.78,447221.25,9909877.0
Minnesota,2010,1857095.0,429062.0,20946.6,17.04,163181.0,315438.0,0.0,573.0,1.82,231333.0,5653.0,24.72,1337325.0,1035.0,0.0,8199.0,840.0,427198.0,2797.8,7.0,30431.0,636.4,21.12,271481.0,5310418.0
Minnesota,2011,1850749.0,425422.0,24297.6,19.8,155130.0,315604.0,0.0,635.5,2.01,233834.0,5876.3,25.43,1329595.0,1003.0,0.0,7250.0,746.0,424978.0,2791.7,7.01,29366.0,703.8,24.08,284490.75,5348036.0
Minnesota,2012,1816866.0,417674.0,24201.2,20.14,150916.0,257875.0,0.0,538.1,2.09,231977.0,5970.3,26.06,1281593.0,1075.0,0.0,5339.0,561.0,430286.0,2252.3,5.56,27850.0,611.4,22.05,294728.75,5380615.0
Minnesota,2013,1858816.0,405967.0,24881.5,19.87,148505.0,267695.0,0.0,566.5,2.12,234214.0,6379.2,27.69,1328816.0,1075.0,0.0,4877.0,511.0,474891.0,2838.2,6.31,36574.0,853.1,23.4,307215.75,5422060.0
Minnesota,2014,1912065.0,466967.0,25312.2,19.65,162992.0,313073.0,0.0,642.6,2.05,234470.0,6459.9,28.04,1385193.0,1075.0,0.0,5216.0,548.0,489901.0,3646.8,7.88,39558.0,1042.8,26.76,320381.25,5457173.0
Mississippi,2010,1177620.0,448713.0,13314.3,17.9,71310.0,148463.0,41586.0,476.8,3.21,169533.0,4147.1,25.46,999309.0,855.0,0.0,0.0,0.0,444875.0,2222.8,5.73,11899.0,295.0,24.79,94953.5,2970811.0
Mississippi,2011,1155456.0,441341.0,15188.7,20.82,71184.0,107546.0,28822.0,416.7,3.88,168340.0,4202.5,26.0,944952.0,1074.0,0.0,0.0,0.0,437873.0,2012.9,5.16,10531.0,290.2,27.56,96840.25,2978464.0
Mississippi,2012,1143099.0,390246.0,15314.7,20.75,84165.0,82456.0,30537.0,367.5,4.46,165099.0,4040.3,25.5,989634.0,958.0,0.0,0.0,0.0,499946.0,1640.5,3.82,8627.0,222.6,25.81,102082.75,2986137.0
Mississippi,2013,1138181.0,410271.0,15793.9,21.33,70216.0,97767.0,37197.0,387.1,3.96,166444.0,4373.3,26.9,942046.0,958.0,0.0,0.0,0.0,427323.0,1811.3,4.86,10027.0,249.5,25.11,103269.75,2992206.0
Mississippi,2014,1155549.0,402842.0,15948.5,20.78,71994.0,116537.0,39072.0,383.0,3.29,168582.0,4668.6,28.35,982217.0,958.0,0.0,0.0,0.0,440003.0,2129.2,5.47,10676.0,292.9,27.55,104937.5,2994079.0
Missouri,2010,1910500.0,198297.0,22961.9,18.84,69261.0,801625.0,9816.0,1290.4,1.61,293722.0,6698.6,22.81,1721620.0,339.0,0.0,15018.0,1539.0,282141.0,2664.3,9.64,28861.0,597.9,20.72,255631.25,5996085.0
Missouri,2011,1856590.0,197714.0,26567.3,22.48,66131.0,825650.0,10075.0,1436.3,1.74,287478.0,7008.5,24.38,1719891.0,329.0,0.0,11515.0,1185.0,275308.0,2584.6,9.64,25961.0,611.8,23.57,256996.0,6010544.0
Missouri,2012,1781978.0,203118.0,25904.3,22.85,62496.0,768297.0,9197.0,1448.7,1.89,281269.0,7029.5,24.99,1623633.0,352.0,0.0,6797.0,714.0,258945.0,2210.5,8.71,22703.0,493.2,21.72,265178.25,6025281.0
Missouri,2013,1847506.0,191759.0,26667.6,22.57,71490.0,806549.0,9101.0,1553.0,1.93,284585.0,7538.1,26.49,1689057.0,352.0,0.0,10843.0,1136.0,280845.0,2426.6,8.82,25820.0,605.2,23.44,274540.5,6044917.0
Missouri,2014,1903839.0,199586.0,26719.0,21.94,74839.0,780707.0,8206.0,1578.1,2.02,286193.0,7644.4,26.71,1694147.0,352.0,0.0,6632.0,697.0,301360.0,2631.9,8.92,27023.0,721.1,26.69,283280.25,6063589.0
Montana,2010,400855.0,1148154.0,4744.0,18.26,14644.0,203339.0,797035.0,289.1,1.42,46988.0,1067.2,23.08,447231.0,279.0,0.0,91849.0,9415.0,72888.0,496.1,8.3,9000.0,185.7,20.69,37801.0,990575.0
Montana,2011,402355.0,1104165.0,5702.1,21.73,7601.0,165687.0,746650.0,247.4,1.49,47045.0,1124.5,24.26,422616.0,403.0,0.0,122382.0,12596.0,79470.0,549.1,8.12,9531.0,239.9,25.21,40841.25,997661.0
Montana,2012,395724.0,1008736.0,5569.9,21.89,7601.0,157308.0,660148.0,255.2,1.62,47302.0,1132.6,24.32,405716.0,337.0,0.0,107373.0,11283.0,75234.0,455.2,7.36,8061.0,168.4,20.91,42137.75,1005163.0
Montana,2013,405934.0,1104932.0,5621.0,22.07,8632.0,166104.0,753246.0,307.0,1.85,47922.0,1158.2,25.74,422138.0,337.0,0.0,91959.0,9638.0,81900.0,472.7,7.43,7786.0,176.4,22.65,43223.25,1014864.0
Montana,2014,403446.0,1161804.0,5527.5,21.72,8888.0,175357.0,790673.0,322.1,1.84,48117.0,1163.6,25.76,423897.0,337.0,0.0,109201.0,11483.0,79260.0,527.7,8.29,8298.0,204.2,24.6,44672.25,1023579.0
Nebraska,2010,860741.0,399822.0,8724.6,16.68,109887.0,254552.0,0.0,366.3,1.44,101846.0,2244.2,22.03,666348.0,1151.0,0.0,12818.0,1314.0,169620.0,1112.5,6.87,12111.0,236.1,19.5,91498.25,1829865.0
Nebraska,2011,862675.0,390808.0,9995.9,19.3,116589.0,285384.0,0.0,437.9,1.53,101255.0,2338.2,23.09,690557.0,1195.0,0.0,15713.0,1617.0,173666.0,1073.9,6.55,10877.0,259.5,23.86,99050.25,1842232.0
Nebraska,2012,852984.0,357156.0,10138.1,19.87,107042.0,272587.0,0.0,427.6,1.57,105185.0,2581.1,24.54,668116.0,1212.0,0.0,11962.0,1257.0,161774.0,837.2,5.44,9757.0,211.5,21.67,102163.0,1855487.0
Nebraska,2013,871815.0,370523.0,10323.1,19.39,107097.0,292956.0,0.0,423.1,1.44,104750.0,2682.6,25.61,705960.0,1212.0,0.0,10723.0,1124.0,178752.0,994.8,5.8,12280.0,287.7,23.43,107187.5,1868969.0
Nebraska,2014,864347.0,401699.0,10330.1,19.26,102397.0,276544.0,0.0,395.5,1.43,103118.0,2671.4,25.91,691958.0,1212.0,0.0,11010.0,1158.0,179544.0,1125.0,6.54,10349.0,280.1,27.06,110663.25,1881503.0
Nevada,2010,645604.0,51846.0,9246.5,21.22,9739.0,80228.0,0.0,195.7,2.44,115232.0,3234.5,28.66,577325.0,21631.0,2070.0,21047.0,2157.0,267808.0,1885.7,7.17,4409.0,120.9,28.24,119771.0,2703493.0
Nevada,2011,632655.0,53807.0,9794.5,23.45,9375.0,62701.0,0.0,163.1,2.6,115723.0,2992.8,26.43,529486.0,22419.0,2146.0,21284.0,2191.0,255970.0,1583.0,6.33,4170.0,133.6,32.43,122744.25,2718586.0
Nevada,2012,639190.0,60252.0,10113.0,23.8,9154.0,52850.0,0.0,139.8,2.65,120034.0,3098.5,26.38,548427.0,23886.0,2347.0,23223.0,2440.0,281432.0,1328.5,4.86,4125.0,115.3,28.39,125204.5,2755245.0
Nevada,2013,659568.0,70208.0,10243.6,22.88,10021.0,64838.0,0.0,180.9,2.79,120141.0,3180.0,26.47,569355.0,27022.0,2670.0,25588.0,2682.0,281972.0,1492.7,5.39,4444.0,134.0,30.15,126935.5,2791494.0
Nevada,2014,660256.0,71140.0,10513.0,23.52,10681.0,79230.0,0.0,202.6,2.56,119678.0,3411.2,28.5,568174.0,27499.0,2729.0,22719.0,2389.0,259438.0,1638.7,6.44,4059.0,122.4,30.14,134052.25,2839099.0
New Hampshire,2010,294473.0,156829.0,5226.7,24.21,33502.0,33827.0,0.0,128.5,3.8,37157.0,1615.8,43.48,242475.0,28.0,0.0,14415.0,1478.0,62612.0,503.5,8.07,12029.0,314.1,26.12,62678.75,1316517.0
New Hampshire,2011,292979.0,131919.0,6071.5,27.69,33745.0,24489.0,0.0,87.0,3.55,37084.0,1602.2,43.2,242846.0,27.0,0.0,15592.0,1605.0,72778.0,579.2,7.98,13375.0,392.1,29.32,64097.5,1318109.0
New Hampshire,2012,284490.0,129929.0,5950.6,28.61,35301.0,14191.0,0.0,57.8,4.07,37089.0,1542.8,41.6,224415.0,29.0,0.0,12270.0,1289.0,74336.0,547.6,7.37,15243.0,462.9,30.37,66012.75,1321297.0
New Hampshire,2013,304538.0,166328.0,6118.6,27.88,40393.0,16778.0,0.0,70.6,4.21,37680.0,1579.1,41.91,214922.0,29.0,0.0,13617.0,1427.0,55649.0,566.0,10.18,16495.0,488.3,29.6,67306.5,1322616.0
New Hampshire,2014,310142.0,161033.0,6360.8,27.86,43200.0,14867.0,0.0,63.5,4.27,37341.0,1665.7,44.61,225508.0,29.0,0.0,13137.0,1381.0,58841.0,542.7,9.24,19027.0,616.3,32.39,70345.25,1326813.0
New Jersey,2010,2395713.0,376845.0,37144.8,21.28,64370.0,71961.0,0.0,299.3,4.16,270160.0,11589.0,43.07,1772767.0,448.0,0.0,177.0,18.0,671474.0,6224.4,9.39,8532.0,267.2,31.32,492990.0,8803580.0
New Jersey,2011,2411816.0,390931.0,42752.9,24.18,62752.0,49592.0,0.0,207.3,4.18,262246.0,10953.9,41.95,1794240.0,435.0,0.0,237.0,24.0,677923.0,5806.1,8.7,8544.0,284.5,33.3,497571.0,8842614.0
New Jersey,2012,2241207.0,393682.0,39242.0,24.43,61003.0,25589.0,0.0,103.7,4.05,256081.0,10239.7,40.12,1647100.0,466.0,0.0,102.0,11.0,670970.0,4823.0,7.3,6972.0,231.5,33.21,518422.5,8876000.0
New Jersey,2013,2311685.0,403225.0,39447.6,23.75,65208.0,25910.0,0.0,100.3,3.87,254680.0,10152.7,40.21,1704155.0,466.0,0.0,174.0,18.0,712948.0,5350.9,7.85,7711.0,249.1,32.3,530091.25,8911502.0
New Jersey,2014,2340188.0,388386.0,39116.9,22.78,67456.0,30731.0,0.0,121.3,3.95,252031.0,10190.7,40.98,1799165.0,466.0,0.0,164.0,17.0,798602.0,6046.6,7.86,7881.0,273.6,34.72,545374.25,8938175.0
New Mexico,2010,649962.0,2255073.0,7207.1,20.02,17663.0,267474.0,381448.0,550.3,2.06,76526.0,1833.5,24.88,737539.0,324.0,0.0,2117.0,217.0,246201.0,904.6,6.54,8501.0,206.1,24.24,86194.75,2064950.0
New Mexico,2011,668675.0,2260681.0,8724.8,23.51,17054.0,284737.0,405952.0,584.8,2.05,78618.0,1964.3,25.92,768020.0,442.0,0.0,1892.0,195.0,251838.0,895.4,6.27,7782.0,211.2,27.14,89543.25,2078407.0
New Mexico,2012,666540.0,2315892.0,8855.4,24.0,16179.0,263439.0,409050.0,575.5,2.18,79085.0,1997.5,26.21,745336.0,368.0,0.0,2120.0,223.0,249815.0,725.4,5.15,7683.0,199.8,26.01,90535.25,2084594.0
New Mexico,2013,670257.0,2367423.0,8959.8,23.5,17990.0,256377.0,400228.0,592.9,2.31,78698.0,2106.6,27.25,741402.0,368.0,0.0,876.0,92.0,252867.0,883.0,5.83,8501.0,216.4,25.46,91344.5,2086895.0
New Mexico,2014,679136.0,2514744.0,9019.7,23.37,17189.0,215348.0,400158.0,812.4,3.77,78869.0,2205.2,28.45,711338.0,451.0,9.0,936.0,98.0,256085.0,974.6,6.5,7187.0,198.1,27.56,94791.5,2085572.0
New York,2010,3723729.0,836703.0,61972.0,23.09,120168.0,167094.0,0.0,540.9,3.24,493456.0,23735.2,48.1,2733286.0,1070.0,0.0,248502.0,25472.0,1224485.0,11722.5,9.7,31093.0,885.6,28.48,1208079.25,19400867.0
New York,2011,3611091.0,879395.0,66310.1,25.42,124402.0,125181.0,0.0,447.6,3.58,491487.0,22888.7,46.57,2620842.0,1283.0,0.0,272019.0,27997.0,1247757.0,11178.5,9.1,28906.0,920.9,31.86,1231935.75,19521745.0
New York,2012,3503309.0,817908.0,65453.9,25.49,122513.0,72914.0,0.0,266.2,3.65,488471.0,21683.2,44.39,2593481.0,1185.0,0.0,234593.0,24652.0,1260950.0,9323.4,7.5,26543.0,847.8,31.94,1299813.5,19607140.0
New York,2013,3626150.0,872500.0,66230.7,24.85,129687.0,68707.0,0.0,236.5,3.44,504618.0,22835.6,45.25,2629451.0,1185.0,0.0,238270.0,24973.0,1315282.0,10666.0,8.22,29634.0,936.4,31.6,1335063.5,19695680.0
New York,2014,3742892.0,871720.0,68056.2,24.57,134792.0,64655.0,0.0,218.4,3.38,502833.0,23950.5,47.63,2747588.0,1185.0,0.0,248086.0,26087.0,1386580.0,11638.1,8.56,33225.0,1126.1,33.89,1385776.25,19746227.0
North Carolina,2010,2685333.0,576162.0,33119.5,20.27,134325.0,749091.0,0.0,2651.9,3.54,465448.0,11822.8,25.4,1869784.0,931.0,0.0,46405.0,4757.0,308710.0,2742.5,9.12,47840.0,1273.9,26.63,417375.5,9559488.0
North Carolina,2011,2558792.0,572796.0,36145.8,23.22,141002.0,624783.0,0.0,2283.1,3.65,447262.0,11332.3,25.34,1704725.0,903.0,0.0,37828.0,3893.0,311189.0,2547.1,8.38,41807.0,1170.5,28.0,428730.75,9651502.0
North Carolina,2012,2481060.0,560887.0,36240.3,23.79,142163.0,534713.0,0.0,2025.9,3.79,437026.0,11720.6,26.82,1654828.0,967.0,0.0,35475.0,3728.0,367948.0,2423.1,6.69,36513.0,943.7,25.85,439332.5,9748181.0
North Carolina,2013,2530649.0,606427.0,37527.2,23.39,148324.0,493771.0,0.0,1881.8,3.81,442809.0,11991.2,27.08,1734549.0,967.0,0.0,65838.0,6901.0,445898.0,3076.6,6.96,33150.0,868.5,26.2,454450.0,9848917.0
North Carolina,2014,2554776.0,595660.0,37283.2,23.02,145560.0,501592.0,0.0,1805.0,3.6,454249.0,12421.6,27.35,1761282.0,967.0,0.0,45230.0,4756.0,460876.0,3500.0,7.66,36489.0,1033.4,28.32,474355.25,9943964.0
North Dakota,2010,476072.0,1253749.0,4555.5,13.79,25305.0,409684.0,377669.0,721.7,1.76,44207.0,913.3,20.87,622237.0,906.0,0.0,19923.0,2042.0,70046.0,269.4,6.04,9541.0,187.0,19.79,36033.0,674345.0
North Dakota,2011,528508.0,1518406.0,6480.9,17.34,27145.0,394771.0,367624.0,767.4,1.94,46871.0,1021.1,22.02,652742.0,1001.0,0.0,25068.0,2580.0,77752.0,296.1,5.8,9405.0,220.6,23.52,42122.75,685242.0
North Dakota,2012,552326.0,2135154.0,7095.5,18.3,25455.0,406344.0,366826.0,873.9,2.15,50214.0,1139.8,22.99,678850.0,978.0,0.0,23573.0,2477.0,77469.0,241.4,5.16,9057.0,194.2,21.52,52197.25,701705.0
North Dakota,2013,594439.0,2634178.0,7748.7,18.49,26067.0,393193.0,369479.0,852.1,2.17,54704.0,1298.9,24.07,701050.0,978.0,0.0,17674.0,1852.0,88285.0,279.8,5.08,12682.0,286.6,22.63,54441.25,723857.0
North Dakota,2014,640095.0,3261360.0,8209.6,18.51,26745.0,399195.0,389673.0,866.0,2.17,62234.0,1511.0,24.7,723128.0,978.0,0.0,24073.0,2531.0,90629.0,363.0,6.47,10982.0,287.7,26.57,58230.0,739482.0
Ohio,2010,3824933.0,1032440.0,45104.2,18.18,110645.0,1355137.0,644947.0,3392.6,2.5,525944.0,13976.9,26.89,3304252.0,3241.0,0.0,4186.0,429.0,810958.0,6742.5,8.72,29374.0,699.8,23.96,494736.25,11540070.0
Ohio,2011,3792585.0,1067943.0,50635.8,20.58,115650.0,1222606.0,679187.0,3382.4,2.77,527994.0,13856.1,26.56,3188336.0,3372.0,0.0,3728.0,384.0,849076.0,6576.7,8.08,29302.0,757.8,25.95,521870.0,11544757.0
Ohio,2012,3655849.0,1067944.0,49523.1,20.71,115615.0,1019140.0,642149.0,2940.6,2.89,520183.0,13788.3,26.84,2984206.0,3435.0,0.0,3941.0,414.0,869934.0,5388.4,6.42,23914.0,609.6,25.57,544551.75,11550901.0
Ohio,2013,3739974.0,1149882.0,50067.0,20.02,126808.0,1104486.0,612270.0,2853.0,2.58,512848.0,13715.0,27.08,3170468.0,3435.0,0.0,5240.0,549.0,954374.0,6029.9,6.54,26992.0,738.4,27.53,558969.0,11572005.0
Ohio,2014,3809648.0,1547368.0,51385.5,20.01,129920.0,1057377.0,541830.0,2567.7,2.43,514119.0,14538.3,28.62,3208044.0,3435.0,0.0,4546.0,478.0,1044986.0,7437.8,7.41,27457.0,843.4,31.78,588827.75,11594163.0
Oklahoma,2010,1579910.0,2576077.0,17066.4,17.16,39320.0,346047.0,17580.0,614.8,1.78,197370.0,4362.9,22.3,1571983.0,23.0,0.0,27403.0,2809.0,697351.0,3916.8,6.73,11435.0,244.0,21.41,151317.5,3759481.0
Oklahoma,2011,1585212.0,2704301.0,19766.9,19.91,39133.0,378320.0,19094.0,686.1,1.81,204197.0,4636.6,22.91,1576848.0,23.0,0.0,14641.0,1507.0,676910.0,3500.1,6.27,10418.0,244.3,23.51,165277.5,3786527.0
Oklahoma,2012,1561913.0,2950525.0,19780.9,20.34,41310.0,327089.0,22004.0,666.2,2.04,202470.0,4442.0,22.16,1567142.0,24.0,0.0,10901.0,1146.0,712411.0,3102.3,5.3,8764.0,192.2,21.99,173911.5,3817059.0
Oklahoma,2013,1620837.0,3137443.0,19581.1,19.87,42616.0,335925.0,25054.0,697.9,2.08,204478.0,4629.3,23.23,1537652.0,24.0,0.0,20781.0,2178.0,682277.0,3146.3,5.9,10666.0,253.3,23.75,182447.25,3853118.0
Oklahoma,2014,1679856.0,3572829.0,20496.9,19.97,42870.0,336080.0,20607.0,680.0,2.02,210088.0,4944.3,24.15,1543910.0,24.0,0.0,13585.0,1428.0,665799.0,3454.2,6.93,10596.0,285.6,26.95,190170.5,3878051.0
Oregon,2010,975067.0,393763.0,12716.1,19.2,59498.0,42556.0,0.0,72.7,1.71,157041.0,3478.4,22.15,628380.0,1114.0,0.0,297970.0,30542.0,242914.0,1677.0,7.09,5956.0,142.8,23.98,191393.0,3837083.0
Oregon,2011,1002476.0,513597.0,14924.3,22.37,57460.0,35135.0,0.0,64.7,1.84,160949.0,3792.9,23.57,572458.0,1286.0,0.0,411131.0,42315.0,203607.0,1477.5,7.45,6208.0,170.6,27.48,200267.5,3867644.0
Oregon,2012,975044.0,496254.0,14994.4,22.78,61814.0,28259.0,0.0,55.6,1.97,159302.0,3834.9,24.07,575060.0,1476.0,26.0,375027.0,39410.0,220578.0,1337.9,6.2,5689.0,138.2,24.3,196982.25,3898684.0
Oregon,2013,991867.0,458848.0,14882.5,22.2,71299.0,38900.0,0.0,78.4,2.01,162551.0,4018.9,24.72,608017.0,2803.0,165.0,315785.0,33098.0,244025.0,1495.3,6.23,6013.0,150.5,25.04,197732.75,3928068.0
Oregon,2014,987145.0,479935.0,14866.2,22.29,72449.0,34238.0,0.0,87.3,2.55,161507.0,4110.0,25.45,588438.0,2977.0,183.0,335341.0,35262.0,225576.0,1498.4,6.76,6029.0,159.4,26.44,203328.0,3970239.0
Pennsylvania,2010,3752280.0,3064745.0,49095.9,19.74,132240.0,1310670.0,1485775.0,3607.2,2.75,508265.0,15222.4,30.29,3469617.0,2018.0,0.0,22753.0,2332.0,909263.0,7209.8,8.73,55261.0,1554.5,28.19,588275.75,12711077.0
Pennsylvania,2011,3725014.0,3870671.0,55448.9,22.8,143718.0,1212984.0,1511491.0,3685.4,3.04,507560.0,15382.9,30.73,3412240.0,2180.0,0.0,31258.0,3217.0,1000509.0,7437.4,8.51,57268.0,1744.2,30.46,607403.25,12743995.0
Pennsylvania,2012,3623997.0,4730336.0,54238.3,22.97,141507.0,1093178.0,1390644.0,3282.6,3.0,493750.0,14218.8,29.12,3324396.0,2162.0,0.0,21334.0,2242.0,1079497.0,6576.7,7.09,48347.0,1456.2,30.12,626315.5,12770043.0
Pennsylvania,2013,3826959.0,5873742.0,54519.6,21.67,154219.0,1126118.0,1379262.0,3358.7,2.98,499018.0,14242.2,28.82,3472175.0,2162.0,0.0,24088.0,2525.0,1176660.0,7570.5,7.63,48235.0,1422.2,29.49,645382.5,12781296.0
Pennsylvania,2014,3902434.0,7087392.0,55665.8,21.44,148961.0,1039161.0,1566449.0,3006.4,2.89,500498.0,14984.4,30.2,3486721.0,2162.0,0.0,25117.0,2641.0,1257090.0,8819.3,8.19,48546.0,1516.0,31.23,672413.25,12787209.0
Rhode Island,2010,195314.0,3399.0,3689.9,23.63,6691.0,0.0,0.0,0.0,0.0,26611.0,1097.7,41.25,184732.0,20.0,0.0,36.0,4.0,95710.0,840.2,8.92,1342.0,41.6,31.03,49328.75,1053078.0
Rhode Island,2011,185731.0,3419.0,3907.3,26.16,6265.0,0.0,0.0,0.0,0.0,26383.0,1008.3,38.22,185371.0,127.0,0.0,72.0,7.0,102465.0,813.1,8.02,1469.0,53.3,36.27,49931.25,1052020.0
Rhode Island,2012,183879.0,2822.0,3844.0,26.59,5609.0,0.0,0.0,0.0,0.0,26301.0,982.1,37.34,178036.0,57.0,0.0,41.0,4.0,98435.0,670.3,6.88,1455.0,52.5,36.1,51491.75,1052637.0
Rhode Island,2013,199165.0,2627.0,4008.0,26.21,5458.0,0.0,0.0,0.0,0.0,26549.0,1067.3,40.2,171472.0,57.0,0.0,42.0,4.0,88274.0,755.2,8.67,1711.0,58.7,34.31,52808.5,1053354.0
Rhode Island,2014,204459.0,4304.0,4203.7,26.34,7068.0,0.0,0.0,0.0,0.0,26078.0,1178.0,45.17,178774.0,57.0,0.0,38.0,4.0,91259.0,854.7,9.67,1970.0,75.7,38.4,55098.25,1055173.0
South Carolina,2010,1643912.0,649978.0,18661.9,18.52,101716.0,404966.0,0.0,1500.1,3.7,281419.0,7003.9,24.89,1124533.0,624.0,0.0,23185.0,2376.0,225961.0,1547.6,6.96,11209.0,306.3,27.32,165237.0,4636290.0
South Carolina,2011,1601881.0,661898.0,21119.1,21.36,111632.0,366160.0,0.0,1410.6,3.85,274627.0,7081.3,25.78,1077992.0,605.0,0.0,15100.0,1554.0,235465.0,1432.6,6.18,9625.0,274.1,28.47,171152.75,4673054.0
South Carolina,2012,1558766.0,646738.0,20946.0,21.83,117091.0,298572.0,0.0,1189.5,3.98,265389.0,7079.7,26.68,1012652.0,648.0,0.0,13515.0,1420.0,250482.0,1268.9,5.14,8411.0,214.3,25.48,175434.0,4722621.0
South Carolina,2013,1590456.0,690644.0,21735.9,21.99,113934.0,257319.0,0.0,968.4,3.76,268190.0,7264.7,27.09,975757.0,648.0,0.0,30152.0,3160.0,236710.0,1458.2,6.23,8755.0,227.7,26.01,180855.75,4771929.0
South Carolina,2014,1632085.0,675110.0,21875.7,21.74,122321.0,305656.0,0.0,1115.3,3.65,278487.0,7889.8,28.33,1021676.0,648.0,0.0,24432.0,2569.0,235860.0,1596.0,6.84,9741.0,274.8,28.21,189655.5,4832482.0
South Dakota,2010,378514.0,225387.0,3877.3,17.21,63943.0,39061.0,0.0,77.8,1.99,38747.0,888.3,22.93,226232.0,1716.0,0.0,51110.0,5239.0,72926.0,441.1,6.63,7707.0,148.8,19.31,38043.75,816192.0
South Dakota,2011,378470.0,248370.0,4596.4,20.43,62472.0,32112.0,0.0,69.0,2.15,39851.0,939.8,23.58,218924.0,1962.0,0.0,64205.0,6608.0,73973.0,451.0,6.77,6744.0,157.6,23.37,42453.25,824171.0
South Dakota,2012,375950.0,248616.0,4786.1,21.05,58812.0,35574.0,0.0,80.0,2.25,40037.0,996.3,24.88,225164.0,1868.0,0.0,56915.0,5981.0,71501.0,376.1,5.87,6231.0,136.0,21.83,43258.5,834504.0
South Dakota,2013,389619.0,236679.0,4771.3,20.33,61515.0,34246.0,0.0,71.2,2.08,41660.0,1081.4,25.96,231578.0,1868.0,0.0,38761.0,4063.0,83871.0,462.0,6.09,7501.0,175.0,23.32,44909.5,845510.0
South Dakota,2014,391857.0,249789.0,4819.4,20.32,62730.0,33062.0,0.0,71.7,2.17,42154.0,1118.2,26.53,230463.0,1868.0,0.0,52288.0,5498.0,83464.0,549.3,7.11,6694.0,176.1,26.3,45600.0,853175.0
Tennessee,2010,2247273.0,505731.0,25580.6,18.67,91516.0,515464.0,45030.0,1419.1,2.75,353215.0,8851.1,25.3,1461432.0,205.0,0.0,79392.0,8138.0,263365.0,1997.0,8.13,14037.0,362.6,25.9,254343.0,6356628.0
Tennessee,2011,2195401.0,506701.0,29861.2,22.15,91048.0,481127.0,38576.0,1425.4,2.96,343702.0,9277.6,27.26,1427048.0,199.0,0.0,93037.0,9576.0,267929.0,1886.9,7.61,11999.0,328.9,27.45,264957.5,6398389.0
Tennessee,2012,2080953.0,468757.0,28787.6,22.37,96477.0,423086.0,28372.0,1204.3,2.85,328854.0,8860.3,27.23,1355061.0,213.0,0.0,78942.0,8296.0,281007.0,1578.8,6.01,9047.0,235.1,26.06,280843.0,6455177.0
Tennessee,2013,2132508.0,544916.0,29033.0,21.73,98518.0,399768.0,28376.0,1052.0,2.63,330773.0,8817.5,26.81,1344036.0,213.0,0.0,118721.0,12443.0,285308.0,1850.0,6.82,9879.0,279.2,28.43,289266.25,6497269.0
Tennessee,2014,2194512.0,499501.0,29614.6,21.47,101449.0,427509.0,21711.0,1127.7,2.64,341948.0,9379.0,27.59,1411675.0,213.0,0.0,84645.0,8901.0,311966.0,2232.9,7.48,10383.0,347.7,33.49,300015.25,6549352.0
Texas,2010,11687521.0,11412134.0,135014.3,17.36,179840.0,1568060.0,538258.0,2936.9,1.87,1223057.0,32698.3,27.69,10741110.0,2316.0,0.0,12310.0,1262.0,3689583.0,15761.4,5.18,1425319.0,24548.5,17.23,1251494.0,25245717.0
Texas,2011,11906249.0,12571450.0,163261.8,20.55,205461.0,1695239.0,605290.0,3212.5,1.9,1283134.0,33064.8,26.64,10979933.0,2488.0,0.0,5471.0,563.0,3800578.0,14900.1,4.73,1452532.0,30956.3,21.32,1351048.25,25657477.0
Texas,2012,11931169.0,14180982.0,152010.2,19.1,200181.0,1498818.0,578697.0,2865.1,1.91,1245735.0,30604.4,25.33,11054960.0,2478.0,0.0,5562.0,584.0,3964121.0,11266.1,3.52,1555977.0,23014.5,14.8,1440819.0,26094422.0
