State,Year,Source,Total
Tennessee,2010,Hydro,8138.0
Tennessee,2010,GD,254343.0
Tennessee,2011,Coal,38576.0
Tennessee,2011,Geo,0.0
Tennessee,2011,Hydro,9576.0
Tennessee,2011,GD,264957.5
Tennessee,2012,Coal,28372.0
Tennessee,2012,Geo,0.0
Tennessee,2012,Hydro,8296.0
Tennessee,2012,GD,280843.0
Tennessee,2013,Coal,28376.0
Tennessee,2013,Geo,0.0
Tennessee,2013,Hydro,12443.0
Tennessee,2013,GD,289266.25
Tennessee,2014,Coal,21711.0
Tennessee,2014,Geo,0.0
Tennessee,2014,Hydro,8901.0
Tennessee,2014,GD,300015.25
Texas,2010,Coal,538258.0
Texas,2010,Geo,0.0
Texas,2010,Hydro,1262.0
Texas,2010,GD,1251494.0
Texas,2011,Coal,605290.0
Texas,2011,Geo,0.0
Texas,2011,Hydro,563.0
Texas,2011,GD,1351048.25
Texas,2012,Coal,578697.0
Texas,2012,Geo,0.0
Texas,2012,Hydro,584.0
Texas,2012,GD,1440819.0
Texas,2013,Coal,564850.0
Texas,2013,Geo,0.0
Texas,2013,Hydro,480.0
Texas,2013,GD,1527158.5
Texas,2014,Coal,576803.0
Texas,2014,Geo,0.0
Texas,2014,Hydro,386.0
Texas,2014,GD,1601976.75
Utah,2010,Coal,445692.0
Utah,2010,Geo,277.0
Utah,2010,Hydro,696.0
Utah,2010,GD,119037.0
Utah,2011,Coal,453869.0
Utah,2011,Geo,330.0
Utah,2011,Hydro,1230.0
Utah,2011,GD,125496.5
Utah,2012,Coal,387129.0
Utah,2012,Geo,335.0
Utah,2012,Hydro,748.0
Utah,2012,GD,129012.25
Utah,2013,Coal,385736.0
Utah,2013,Geo,319.0
Utah,2013,Hydro,505.0
Utah,2013,GD,134922.25
Utah,2014,Coal,410997.0
Utah,2014,Geo,522.0
Utah,2014,Hydro,633.0
Utah,2014,GD,140565.0
Vermont,2010,Coal,0.0
Vermont,2010,Geo,0.0
Vermont,2010,Hydro,1347.0
Vermont,2010,GD,26406.5
Vermont,2011,Coal,0.0
Vermont,2011,Geo,0.0
Vermont,2011,Hydro,1425.0
Vermont,2011,GD,27564.5
Vermont,2012,Coal,0.0
Vermont,2012,Geo,0.0
Vermont,2012,Hydro,1109.0
Vermont,2012,GD,28146.0
Vermont,2013,Coal,0.0
Vermont,2013,Geo,0.0
Vermont,2013,Hydro,1286.0
Vermont,2013,GD,28610.75
Vermont,2014,Coal,0.0
Vermont,2014,Geo,0.0
Vermont,2014,Hydro,1175.0
Vermont,2014,GD,29661.75
Virginia,2010,Coal,564326.0
Virginia,2010,Geo,0.0
Virginia,2010,Hydro,1500.0
Virginia,2010,GD,423505.75
Virginia,2011,Coal,562805.0
Virginia,2011,Geo,0.0
Virginia,2011,Hydro,1210.0
Virginia,2011,GD,431961.25
Virginia,2012,Coal,493398.0
Virginia,2012,Geo,0.0
Virginia,2012,Hydro,1044.0
Virginia,2012,GD,444527.5
Virginia,2013,Coal,456766.0
Virginia,2013,Geo,0.0
Virginia,2013,Hydro,1254.0
Virginia,2013,GD,451877.5
Virginia,2014,Coal,393225.0
Virginia,2014,Geo,0.0
Virginia,2014,Hydro,955.0
Virginia,2014,GD,462243.0
Washington,2010,Coal,0.0
Washington,2010,Geo,0.0
Washington,2010,Hydro,68288.0
Washington,2010,GD,362113.5
Washington,2011,Coal,0.0
Washington,2011,Geo,0.0
Washington,2011,Hydro,91818.0
Washington,2011,GD,372286.75
Washington,2012,Coal,0.0
Washington,2012,Geo,0.0
Washington,2012,Hydro,89464.0
Washington,2012,GD,390153.25
Washington,2013,Coal,0.0
Washington,2013,Geo,0.0
Washington,2013,Hydro,78155.0
Washington,2013,GD,402789.0
Washington,2014,Coal,0.0
Washington,2014,Geo,0.0
Washington,2014,Hydro,79463.0
Washington,2014,GD,422766.5
West Virginia,2010,Coal,3346117.0
West Virginia,2010,Geo,0.0
West Virginia,2010,Hydro,1367.0
West Virginia,2010,GD,66961.0
West Virginia,2011,Coal,3321102.0
West Virginia,2011,Geo,0.0
West Virginia,2011,Hydro,1453.0
West Virginia,2011,GD,70891.25
West Virginia,2012,Coal,3059090.0
West Virginia,2012,Geo,0.0
West Virginia,2012,Hydro,1431.0
West Virginia,2012,GD,70914.75
West Virginia,2013,Coal,2874653.0
West Virginia,2013,Geo,0.0
West Virginia,2013,Hydro,1739.0
West Virginia,2013,GD,72762.5
West Virginia,2014,Coal,2858022.0
West Virginia,2014,Geo,0.0
West Virginia,2014,Hydro,1242.0
West Virginia,2014,GD,74432.75
Wisconsin,2010,Coal,0.0
Wisconsin,2010,Geo,0.0
Wisconsin,2010,Hydro,2112.0
Wisconsin,2010,GD,253801.0
Wisconsin,2011,Coal,0.0
Wisconsin,2011,Geo,0.0
Wisconsin,2011,Hydro,2147.0
Wisconsin,2011,GD,263634.75
Wisconsin,2012,Coal,0.0
Wisconsin,2012,Geo,0.0
Wisconsin,2012,Hydro,1522.0
Wisconsin,2012,GD,273879.75
Wisconsin,2013,Coal,0.0
Wisconsin,2013,Geo,0.0
Wisconsin,2013,Hydro,1979.0
Wisconsin,2013,GD,281549.25
Wisconsin,2014,Coal,0.0
Wisconsin,2014,Geo,0.0
Wisconsin,2014,Hydro,2472.0
Wisconsin,2014,GD,293341.25
Wyoming,2010,Coal,7658286.0
Wyoming,2010,Geo,0.0
Wyoming,2010,Hydro,1024.0
Wyoming,2010,GD,39093.25
Wyoming,2011,Coal,7591675.0
Wyoming,2011,Geo,0.0
Wyoming,2011,Hydro,1224.0
Wyoming,2011,GD,41578.0
Wyoming,2012,Coal,6973727.0
Wyoming,2012,Geo,0.0
Wyoming,2012,Hydro,893.0
Wyoming,2012,GD,39909.0
Wyoming,2013,Coal,6760447.0
Wyoming,2013,Geo,0.0
Wyoming,2013,Hydro,711.0
Wyoming,2013,GD,40456.5
Wyoming,2014,Coal,6880205.0
Wyoming,2014,Geo,0.0
Wyoming,2014,Hydro,869.0
Wyoming,2014,GD,40875.5
District of Columbia,2010,Coal,0.0
District of Columbia,2010,Geo,0.0
District of Columbia,2010,Hydro,0.0
District of Columbia,2010,GD,104044.75
District of Columbia,2011,Coal,0.0
District of Columbia,2011,Geo,0.0
District of Columbia,2011,Hydro,0.0
District of Columbia,2011,GD,108029.0
District of Columbia,2012,Coal,0.0
District of Columbia,2012,Geo,0.0
District of Columbia,2012,Hydro,0.0
District of Columbia,2012,GD,109760.0
District of Columbia,2013,Coal,0.0
District of Columbia,2013,Geo,0.0
District of Columbia,2013,Hydro,0.0
District of Columbia,2013,GD,111816.5
District of Columbia,2014,Coal,0.0
District of Columbia,2014,Geo,0.0
District of Columbia,2014,Hydro,0.0
District of Columbia,2014,GD,116539.25
United States,2010,Coal,21831301.0
United States,2010,Geo,15219.0
United States,2010,Hydro,260203.0
United States,2010,GD,14859772.5
United States,2011,Coal,22057248.0
United States,2011,Geo,15316.0
United States,2011,Hydro,319355.0
United States,2011,GD,15406000.25
United States,2012,Coal,20585319.0
United States,2012,Geo,15562.0
United States,2012,Hydro,276240.0
United States,2012,GD,16041239.75
United States,2013,Coal,19901802.0
United States,2013,Geo,15775.0
United States,2013,Hydro,268565.0
United States,2013,GD,16548795.25
United States,2014,Coal,20170837.0
United States,2014,Geo,15877.0
United States,2014,Hydro,259367.0
United States,2014,GD,17233140.0
