date,month,year,timeofday,country,state,type,duration
588,10,1949,night,us,tx,cylinder,2700
588,10,1949,night,us,tx,light,7200
2779,10,1955,afternoon,gb,,circle,20
3145,10,1956,night,us,tx,circle,20
4606,10,1960,night,us,hi,light,900
4971,10,1961,night,us,tn,sphere,300
6432,10,1965,night,gb,,circle,180
6432,10,1965,night,us,ct,disk,1200
6797,10,1966,night,us,al,disk,180
6797,10,1966,night,us,fl,disk,120
7528,10,1968,afternoon,us,ca,circle,300
7528,10,1968,night,us,nc,fireball,180
8258,10,1970,afternoon,us,ny,disk,1800
8258,10,1970,night,us,ky,unknown,180
8623,10,1971,night,us,nc,oval,30
8989,10,1972,night,us,ky,circle,1200
8989,10,1972,night,us,mi,disk,120
9354,10,1973,night,us,ct,disk,1800
9719,10,1974,night,us,ma,other,2700
9719,10,1974,night,gb,,disk,1200
9719,10,1974,night,us,ks,light,1200
10084,10,1975,afternoon,us,sc,light,360
10450,10,1976,night,us,wa,oval,60
10450,10,1976,night,gb,,cigar,3
10815,10,1977,afternoon,us,tx,other,30
10815,10,1977,night,us,ky,light,30
11180,10,1978,night,us,ny,rectangle,300
11545,10,1979,night,us,ny,chevron,900
11545,10,1979,night,ca,ab,triangle,270
11545,10,1979,night,us,ca,oval,180
11545,10,1979,night,us,co,unknown,1800
11911,10,1980,night,us,tx,sphere,180
11911,10,1980,night,us,tx,unknown,300
11911,10,1980,night,us,nh,light,300
13372,10,1984,night,us,tx,circle,60
13372,10,1984,afternoon,us,mi,other,120
13372,10,1984,night,us,ny,formation,20
13737,10,1985,night,gb,,triangle,600
14102,10,1986,night,us,ny,chevron,180
14833,10,1988,afternoon,us,wi,triangle,600
14833,10,1988,night,us,me,unknown,120
14833,10,1988,night,us,co,light,60
14833,10,1988,night,us,wa,unknown,2
15198,10,1989,night,us,ca,disk,300
15198,10,1989,night,us,wa,triangle,60
15198,10,1989,night,us,ky,triangle,180
15563,10,1990,night,us,ga,triangle,120
15928,10,1991,night,us,nc,unknown,1800
15928,10,1991,night,us,pa,triangle,600
16294,10,1992,afternoon,us,fl,formation,3600
16294,10,1992,afternoon,us,tx,unknown,10
16294,10,1992,night,us,tn,cigar,60
16294,10,1992,night,us,tx,unknown,30
16659,10,1993,night,us,il,light,8
16659,10,1993,night,us,tn,other,60
17024,10,1994,afternoon,us,tx,cigar,3600
17024,10,1994,afternoon,us,ny,rectangle,120
17024,10,1994,night,us,ar,light,5
17024,10,1994,night,ca,on,sphere,3600
17389,10,1995,night,us,wi,unknown,120
17389,10,1995,night,us,ca,unknown,60
17755,10,1996,night,us,mo,triangle,3
17755,10,1996,night,us,sc,light,300
17755,10,1996,night,us,oh,cylinder,60
18120,10,1997,afternoon,us,in,delta,14400
18120,10,1997,afternoon,us,az,sphere,30
18120,10,1997,night,us,ga,triangle,300
18120,10,1997,night,us,mn,other,3600
18485,10,1998,night,us,ca,changing,300
18485,10,1998,night,us,az,fireball,15
18485,10,1998,afternoon,us,il,cylinder,1800
18485,10,1998,afternoon,us,nv,cigar,600
18485,10,1998,afternoon,us,nv,circle,2700
18485,10,1998,night,us,ny,triangle,60
18485,10,1998,night,us,wa,triangle,600
18485,10,1998,night,us,nc,light,2
18485,10,1998,night,ca,nf,egg,7200
18485,10,1998,night,us,tn,fireball,15
18850,10,1999,night,us,ca,changing,3600
18850,10,1999,night,us,ks,unknown,600
18850,10,1999,morning,us,tx,other,10
18850,10,1999,morning,us,ca,fireball,3600
18850,10,1999,afternoon,us,wa,sphere,45
18850,10,1999,night,us,ca,circle,90
18850,10,1999,night,us,nv,light,10800
18850,10,1999,night,us,ne,sphere,300
18850,10,1999,night,us,fl,triangle,120
18850,10,1999,night,us,or,chevron,240
18850,10,1999,night,us,mi,oval,2700
19216,10,2000,night,us,mo,oval,180
19216,10,2000,morning,us,fl,other,10
19216,10,2000,morning,ca,bc,cylinder,30
19216,10,2000,afternoon,us,wi,triangle,45
19216,10,2000,night,us,mo,oval,15
19216,10,2000,night,us,mo,light,1800
19216,10,2000,night,us,ky,light,5
19216,10,2000,night,us,wa,unknown,10
19216,10,2000,night,us,wa,diamond,60
19581,10,2001,night,us,ia,triangle,240
19581,10,2001,night,au,,formation,180
19581,10,2001,night,ca,bc,other,300
19581,10,2001,night,us,ca,circle,120
19581,10,2001,night,us,ia,rectangle,300
19581,10,2001,night,us,ca,changing,900
19581,10,2001,night,us,az,triangle,60
19581,10,2001,night,us,va,triangle,30
19946,10,2002,night,us,wi,flash,43
19946,10,2002,night,us,or,unknown,5
19946,10,2002,night,au,,circle,600
19946,10,2002,morning,us,wa,sphere,90
19946,10,2002,night,ca,bc,unknown,120
19946,10,2002,night,us,oh,other,1800
19946,10,2002,night,us,or,circle,120
20311,10,2003,morning,us,mi,light,120
20311,10,2003,afternoon,us,ca,oval,300
20311,10,2003,afternoon,us,in,sphere,1800
20311,10,2003,night,us,va,other,600
20311,10,2003,night,us,id,light,15
20311,10,2003,night,us,mi,oval,18000
20311,10,2003,night,us,sc,formation,37800
20311,10,2003,night,us,nm,light,180
20311,10,2003,night,us,wi,sphere,1800
20677,10,2004,night,us,nj,triangle,180
20677,10,2004,night,us,nj,other,2700
20677,10,2004,night,ca,mb,changing,1200
20677,10,2004,night,us,in,sphere,5
20677,10,2004,morning,us,in,oval,15
20677,10,2004,morning,ca,on,unknown,300
20677,10,2004,afternoon,us,wv,circle,10
20677,10,2004,afternoon,us,ca,unknown,180
20677,10,2004,afternoon,us,il,sphere,3600
20677,10,2004,night,us,ny,formation,1200
20677,10,2004,night,us,ny,circle,900
20677,10,2004,night,us,mn,flash,900
20677,10,2004,night,us,oh,light,7200
20677,10,2004,night,us,mo,light,60
20677,10,2004,night,us,wi,sphere,3000
21042,10,2005,morning,us,wa,other,60
21042,10,2005,morning,us,az,other,30
21042,10,2005,morning,us,fl,oval,1800
21042,10,2005,afternoon,us,ca,egg,10
21042,10,2005,night,us,pa,triangle,300
21042,10,2005,night,gb,,formation,360
21042,10,2005,night,us,tn,unknown,240
21042,10,2005,night,us,fl,other,3600
21042,10,2005,night,us,wa,light,1200
21042,10,2005,night,us,nc,light,600
21042,10,2005,night,us,mn,disk,300
21407,10,2006,night,us,tx,diamond,3600
21407,10,2006,night,us,ca,triangle,600
21407,10,2006,afternoon,us,ga,unknown,10
21407,10,2006,afternoon,us,tn,light,600
21407,10,2006,afternoon,us,va,triangle,600
21407,10,2006,night,us,ar,fireball,2
21407,10,2006,night,us,ok,other,360
21407,10,2006,night,gb,,formation,120
21407,10,2006,night,us,ga,light,120
21407,10,2006,night,us,tx,disk,300
21407,10,2006,night,us,oh,unknown,300
21772,10,2007,night,us,or,light,14400
21772,10,2007,night,us,ga,changing,3600
21772,10,2007,night,us,co,changing,2700
21772,10,2007,night,us,fl,sphere,30
21772,10,2007,morning,us,ca,oval,600
21772,10,2007,afternoon,us,ny,triangle,10800
21772,10,2007,afternoon,us,pa,circle,120
21772,10,2007,night,us,tx,flash,3
21772,10,2007,night,us,ga,sphere,60
21772,10,2007,night,us,fl,fireball,180
21772,10,2007,night,us,ga,unknown,3600
21772,10,2007,night,us,fl,unknown,30
21772,10,2007,night,us,fl,oval,120
21772,10,2007,night,us,tx,formation,35
21772,10,2007,night,us,mn,light,600
21772,10,2007,night,us,co,circle,600
21772,10,2007,night,us,pa,unknown,3600
21772,10,2007,night,us,tx,other,4
21772,10,2007,night,us,co,triangle,15
22138,10,2008,night,ca,on,other,120
22138,10,2008,night,us,mn,light,300
22138,10,2008,night,us,ny,circle,240
22138,10,2008,night,us,nv,disk,600
22138,10,2008,night,us,in,formation,600
22138,10,2008,morning,us,ny,oval,45
22138,10,2008,morning,us,ca,triangle,60
22138,10,2008,afternoon,us,az,triangle,900
22138,10,2008,night,us,in,light,600
22138,10,2008,night,us,mn,formation,10
22138,10,2008,night,us,pa,unknown,120
22138,10,2008,night,us,pa,oval,60
22138,10,2008,night,us,wa,light,180
22138,10,2008,night,us,co,light,300
22138,10,2008,night,us,oh,oval,900
22138,10,2008,night,us,ca,disk,30
22138,10,2008,night,us,wi,circle,20
22138,10,2008,night,us,oh,sphere,60
22503,10,2009,afternoon,us,co,egg,60
22503,10,2009,afternoon,us,ok,unknown,6
22503,10,2009,afternoon,us,az,unknown,180
22503,10,2009,night,us,va,unknown,900
22503,10,2009,night,us,ca,light,300
22503,10,2009,night,us,nc,light,600
22503,10,2009,night,us,va,disk,300
22503,10,2009,night,us,in,changing,900
22503,10,2009,night,us,ca,light,180
22868,10,2010,night,us,ny,light,7200
22868,10,2010,night,us,pa,circle,240
22868,10,2010,night,us,oh,circle,180
22868,10,2010,morning,us,sc,formation,600
22868,10,2010,afternoon,us,ct,light,240
22868,10,2010,afternoon,us,sc,light,180
22868,10,2010,afternoon,us,ca,triangle,300
22868,10,2010,afternoon,us,va,cigar,15
22868,10,2010,afternoon,us,ct,light,600
22868,10,2010,afternoon,us,or,triangle,120
22868,10,2010,night,us,tx,oval,60
22868,10,2010,night,us,ct,fireball,5
22868,10,2010,night,us,il,cylinder,600
22868,10,2010,night,us,wa,other,30
22868,10,2010,night,us,az,disk,7200
22868,10,2010,night,us,ny,circle,10
22868,10,2010,night,us,ca,egg,7200
22868,10,2010,night,us,fl,changing,1200
23233,10,2011,night,us,ny,triangle,7200
23233,10,2011,night,us,nm,circle,300
23233,10,2011,night,us,az,other,300
23233,10,2011,morning,us,ny,circle,60
23233,10,2011,afternoon,gb,,oval,300
23233,10,2011,afternoon,us,ri,oval,40
23233,10,2011,afternoon,us,ct,disk,5
23233,10,2011,afternoon,us,ma,flash,2700
23233,10,2011,night,us,va,light,300
23233,10,2011,night,us,tn,unknown,2700
23233,10,2011,night,ca,on,flash,4
23233,10,2011,night,us,ct,fireball,1200
23233,10,2011,night,us,oh,fireball,60
23233,10,2011,night,us,pa,circle,15
23233,10,2011,night,us,ne,circle,3
23233,10,2011,night,us,oh,triangle,90
23599,10,2012,morning,us,ct,circle,630
23599,10,2012,afternoon,us,ca,triangle,300
23599,10,2012,afternoon,us,ca,sphere,240
23599,10,2012,night,us,mi,oval,120
23599,10,2012,night,us,ny,light,900
23599,10,2012,night,us,ny,circle,240
23599,10,2012,night,us,co,light,20
23599,10,2012,night,us,al,changing,240
23599,10,2012,night,us,ny,disk,1800
23599,10,2012,night,ca,on,triangle,30
23599,10,2012,night,us,nm,fireball,120
23599,10,2012,night,us,il,light,240
23599,10,2012,night,us,ca,other,6
23599,10,2012,night,us,az,sphere,300
23599,10,2012,night,us,wa,light,240
23599,10,2012,night,us,tx,changing,1200
23599,10,2012,night,us,tn,cigar,180
23599,10,2012,night,us,wa,light,600
23599,10,2012,night,us,ny,cylinder,20
23599,10,2012,night,us,ca,rectangle,5
23964,10,2013,night,us,nj,light,60
23964,10,2013,night,us,fl,chevron,5
23964,10,2013,night,us,ky,triangle,600
23964,10,2013,afternoon,us,mo,light,10800
23964,10,2013,afternoon,ca,on,light,10
23964,10,2013,night,us,oh,light,60
23964,10,2013,night,ca,nb,light,120
23964,10,2013,night,us,vt,light,120
23964,10,2013,night,us,la,circle,600
23964,10,2013,night,us,oh,circle,300
23964,10,2013,night,us,nh,light,5
23964,10,2013,night,us,mi,light,1200
23964,10,2013,night,us,mn,circle,60
23964,10,2013,night,us,mi,sphere,45
23964,10,2013,night,us,mi,triangle,180
23964,10,2013,night,us,wv,triangle,45
23964,10,2013,night,us,nh,light,1
9355,10,1973,afternoon,us,fl,egg,14400
11181,10,1978,night,us,mi,circle,300
14103,10,1986,night,au,,unknown,20
14468,10,1987,night,us,mn,light,30
14468,10,1987,night,us,mo,fireball,60
15199,10,1989,night,us,il,sphere,180
15199,10,1989,night,us,il,sphere,300
16295,10,1992,morning,us,nm,sphere,900
17025,10,1994,night,us,nj,triangle,300
17025,10,1994,night,us,ca,chevron,4
17390,10,1995,afternoon,us,ny,unknown,720
17390,10,1995,night,us,wv,unknown,120
17756,10,1996,night,us,va,light,60
18486,10,1998,night,us,ca,other,3600
18486,10,1998,afternoon,us,pr,cigar,120
18486,10,1998,afternoon,us,tn,light,10
18486,10,1998,night,us,in,sphere,14400
18486,10,1998,night,us,me,sphere,30
18486,10,1998,night,us,ca,fireball,4
18851,10,1999,night,us,al,light,180
18851,10,1999,night,us,ca,light,300
18851,10,1999,morning,us,wi,unknown,120
18851,10,1999,morning,us,mi,oval,600
18851,10,1999,morning,us,or,light,10
18851,10,1999,afternoon,ca,on,disk,6
18851,10,1999,night,us,ny,oval,30
18851,10,1999,night,us,ny,oval,30
18851,10,1999,night,us,ny,oval,60
18851,10,1999,night,us,ny,oval,60
18851,10,1999,night,us,mo,other,5400
18851,10,1999,night,us,nv,cigar,2
18851,10,1999,night,us,or,triangle,45
18851,10,1999,night,us,ks,light,600
18851,10,1999,night,us,tx,light,3600
18851,10,1999,night,us,ar,light,900
18851,10,1999,night,us,ky,disk,900
18851,10,1999,night,us,il,disk,600
19217,10,2000,night,gb,,diamond,3
19217,10,2000,night,us,ny,light,30
19217,10,2000,night,us,ca,light,30
19217,10,2000,night,gb,,changing,240
19217,10,2000,night,us,ca,light,1500
19582,10,2001,night,us,wi,light,10800
19582,10,2001,night,us,ak,other,1800
19582,10,2001,night,us,co,light,900
19582,10,2001,morning,us,ms,teardrop,300
19582,10,2001,night,us,ca,triangle,60
19582,10,2001,night,us,oh,teardrop,300
19947,10,2002,morning,us,mo,fireball,6
19947,10,2002,afternoon,us,nv,sphere,600
19947,10,2002,afternoon,us,ma,cylinder,300
19947,10,2002,night,us,tx,fireball,3
20312,10,2003,night,us,ca,unknown,172800
20312,10,2003,night,us,mn,circle,5
20312,10,2003,night,us,ny,egg,120
20312,10,2003,night,us,ca,sphere,3
20312,10,2003,morning,us,ky,fireball,3
20312,10,2003,morning,us,mi,circle,40
20312,10,2003,afternoon,us,ne,cigar,2
20312,10,2003,night,us,ca,light,600
20312,10,2003,night,us,co,unknown,10
20312,10,2003,night,us,in,disk,180
20312,10,2003,night,us,mo,chevron,600
20678,10,2004,night,us,hi,triangle,3
20678,10,2004,night,us,ca,rectangle,20
20678,10,2004,night,us,or,light,20
20678,10,2004,night,us,nj,other,7200
20678,10,2004,night,us,ca,light,15
20678,10,2004,morning,us,ca,formation,2700
20678,10,2004,afternoon,us,ca,circle,60
20678,10,2004,afternoon,us,ca,rectangle,120
20678,10,2004,night,us,oh,light,5
20678,10,2004,night,us,tx,fireball,1351
20678,10,2004,night,us,fl,formation,7200
20678,10,2004,night,us,ny,light,540
21043,10,2005,night,gb,,formation,180
21043,10,2005,night,us,fl,light,180
21043,10,2005,night,us,mn,circle,7200
21043,10,2005,night,us,ar,circle,180
21043,10,2005,afternoon,us,ut,formation,600
21043,10,2005,afternoon,us,ut,light,720
21043,10,2005,afternoon,us,hi,light,2
21043,10,2005,afternoon,us,az,light,5400
21043,10,2005,night,us,az,formation,1800
21043,10,2005,night,us,az,light,1800
21043,10,2005,night,us,az,triangle,3
21043,10,2005,night,us,al,light,1800
21043,10,2005,night,us,nj,oval,300
21043,10,2005,night,us,ia,light,10
21043,10,2005,night,gb,,oval,3600
21408,10,2006,night,us,tn,disk,13
21408,10,2006,night,us,in,circle,420
21408,10,2006,night,us,me,disk,30
21408,10,2006,morning,us,ar,oval,600
21408,10,2006,morning,us,wa,unknown,120
21408,10,2006,night,us,ca,fireball,120
21408,10,2006,night,us,mn,light,600
21408,10,2006,night,us,fl,diamond,3600
21408,10,2006,night,us,fl,light,900
21408,10,2006,night,gb,,formation,5
21408,10,2006,night,us,ca,circle,3
21408,10,2006,night,us,ok,light,60
21408,10,2006,night,us,tx,triangle,60
21408,10,2006,night,us,ny,oval,120
21773,10,2007,night,us,ky,oval,360
21773,10,2007,morning,us,or,cylinder,900
21773,10,2007,afternoon,us,or,circle,900
21773,10,2007,night,us,wa,triangle,10
21773,10,2007,night,us,sc,light,1800
21773,10,2007,night,us,al,disk,1800
21773,10,2007,night,gb,,unknown,300
22139,10,2008,night,us,tx,disk,3
22139,10,2008,morning,us,ca,light,180
22139,10,2008,afternoon,us,nc,sphere,20
22139,10,2008,night,us,ct,circle,7200
22139,10,2008,night,us,md,sphere,7200
22139,10,2008,night,us,ca,light,60
22139,10,2008,night,us,fl,triangle,30
22139,10,2008,night,us,tx,light,900
22139,10,2008,night,us,il,changing,300
22139,10,2008,night,us,nm,fireball,120
22139,10,2008,night,us,ca,triangle,30
22504,10,2009,night,us,wa,unknown,10
22504,10,2009,night,us,ny,other,10800
22504,10,2009,night,us,md,light,600
22504,10,2009,night,ca,nf,flash,5
22504,10,2009,morning,us,mi,triangle,20
22504,10,2009,afternoon,us,az,egg,1200
22504,10,2009,afternoon,us,ky,disk,120
22504,10,2009,afternoon,us,fl,oval,3
22504,10,2009,night,us,ri,circle,15
22504,10,2009,night,us,in,flash,540
22504,10,2009,night,us,wi,light,180
22869,10,2010,night,us,ca,other,1200
22869,10,2010,night,us,wa,rectangle,1
22869,10,2010,night,us,ny,oval,120
22869,10,2010,morning,us,fl,sphere,2400
22869,10,2010,afternoon,us,ca,changing,2700
22869,10,2010,night,us,mn,light,240
22869,10,2010,night,us,ca,circle,60
22869,10,2010,night,us,ca,triangle,5
22869,10,2010,night,us,ca,other,15
22869,10,2010,night,us,mi,fireball,15
23234,10,2011,night,us,il,chevron,120
23234,10,2011,morning,us,nv,other,180
23234,10,2011,afternoon,us,ut,light,8
23234,10,2011,night,us,ia,light,90
23234,10,2011,night,us,ma,circle,1800
23234,10,2011,night,us,ct,unknown,300
23234,10,2011,night,us,nc,circle,30
23234,10,2011,night,us,ky,unknown,480
23600,10,2012,night,us,ma,unknown,4
23600,10,2012,night,us,nj,sphere,3600
23600,10,2012,night,us,ma,light,2
23600,10,2012,morning,us,ny,disk,120
23600,10,2012,morning,us,in,cigar,7200
23600,10,2012,night,us,md,light,300
23600,10,2012,night,us,pa,fireball,720
23600,10,2012,night,us,ny,circle,300
23600,10,2012,night,us,pa,diamond,60
23600,10,2012,night,us,nm,fireball,120
23600,10,2012,night,us,wa,triangle,10
23600,10,2012,night,us,pa,diamond,60
23600,10,2012,night,us,az,sphere,30
23600,10,2012,night,us,il,circle,45
23965,10,2013,night,us,mi,chevron,4
23965,10,2013,night,ca,on,cylinder,3600
23965,10,2013,morning,us,ia,circle,120
23965,10,2013,morning,us,fl,light,15
23965,10,2013,afternoon,ca,on,circle,300
23965,10,2013,afternoon,us,mi,fireball,600
23965,10,2013,night,us,ks,unknown,240
23965,10,2013,night,us,oh,fireball,600
23965,10,2013,night,us,vt,light,60
23965,10,2013,night,us,oh,circle,300
23965,10,2013,night,us,oh,fireball,240
23965,10,2013,night,us,fl,light,7200
23965,10,2013,night,us,ga,light,300
23965,10,2013,night,us,oh,fireball,60
23965,10,2013,night,us,ky,fireball,300
23965,10,2013,night,us,ma,fireball,60
23965,10,2013,night,us,ga,light,300
23965,10,2013,night,us,oh,sphere,180
23965,10,2013,night,us,ny,chevron,90
23965,10,2013,night,us,fl,light,900
23965,10,2013,night,us,fl,sphere,300
23965,10,2013,night,us,wi,sphere,60
23965,10,2013,night,us,il,formation,60
23965,10,2013,night,ca,on,light,300
23965,10,2013,night,us,oh,fireball,10
23965,10,2013,night,us,mi,fireball,2
944,10,1950,morning,us,ky,disk,600
1675,10,1952,afternoon,us,mo,disk,90
2405,10,1954,night,us,wv,circle,60
2770,10,1955,night,us,ca,circle,5
3136,10,1956,night,us,nh,rectangle,300
3501,10,1957,afternoon,us,ak,unknown,180
3501,10,1957,night,us,nj,disk,10
3501,10,1957,night,us,ak,unknown,900
4231,10,1959,night,us,il,unknown,60
4962,10,1961,night,us,oh,sphere,180
4962,10,1961,night,us,ok,disk,120
4962,10,1961,night,us,tn,disk,1800
4962,10,1961,night,us,nc,triangle,30
6423,10,1965,morning,us,ms,other,900
6423,10,1965,afternoon,us,va,sphere,120
6423,10,1965,night,us,pa,disk,300
6788,10,1966,night,ca,ab,diamond,300
6788,10,1966,night,us,ny,light,240
6788,10,1966,night,us,wa,light,1200
6788,10,1966,night,us,ia,unknown,60
6788,10,1966,night,us,or,disk,120
7153,10,1967,night,us,ny,sphere,600
7153,10,1967,afternoon,us,il,circle,30
7153,10,1967,night,ca,bc,sphere,120
7153,10,1967,night,us,mn,disk,10
7519,10,1968,night,us,ma,cigar,1200
7519,10,1968,night,us,me,circle,600
7884,10,1969,afternoon,us,ca,oval,600
8249,10,1970,night,ca,on,sphere,180
8249,10,1970,afternoon,us,ny,disk,180
8249,10,1970,afternoon,us,ar,other,14400
8249,10,1970,night,us,nv,oval,1500
8249,10,1970,night,us,fl,other,900
8249,10,1970,night,us,ny,disk,300
8614,10,1971,night,us,ca,disk,180
8980,10,1972,night,us,ks,unknown,10800
8980,10,1972,night,us,tx,unknown,600
8980,10,1972,night,us,tx,disk,1800
8980,10,1972,night,us,wa,rectangle,900
8980,10,1972,night,us,sc,chevron,1800
9345,10,1973,night,us,in,sphere,900
9345,10,1973,afternoon,us,va,disk,1800
9345,10,1973,night,us,in,light,1200
9345,10,1973,night,us,mn,triangle,120
9345,10,1973,night,us,or,cylinder,7200
9345,10,1973,night,us,nv,disk,7200
9345,10,1973,night,us,tn,oval,37800
9345,10,1973,night,us,oh,disk,300
9710,10,1974,night,us,tx,unknown,600
9710,10,1974,afternoon,us,wv,sphere,240
9710,10,1974,night,us,mn,unknown,2
9710,10,1974,night,us,nj,light,600
10075,10,1975,night,us,mi,triangle,15
10075,10,1975,night,us,az,changing,1200
10441,10,1976,morning,us,oh,disk,120
10441,10,1976,night,us,ny,disk,600
10441,10,1976,night,us,fl,disk,900
10806,10,1977,night,us,ca,light,120
10806,10,1977,night,us,ca,other,360
10806,10,1977,night,us,ca,other,60
11171,10,1978,night,us,nc,cone,300
11171,10,1978,night,us,la,disk,300
11171,10,1978,night,us,in,cylinder,900
11536,10,1979,afternoon,us,ca,disk,1200
11536,10,1979,night,us,md,rectangle,120
11536,10,1979,night,us,ny,light,10
11536,10,1979,night,us,wa,disk,7200
11536,10,1979,night,us,pa,disk,300
11536,10,1979,night,us,nj,light,240
11902,10,1980,night,us,ca,other,30
11902,10,1980,night,us,al,fireball,20
11902,10,1980,night,us,pa,formation,600
11902,10,1980,night,us,nj,cigar,180
12267,10,1981,night,us,mi,oval,2400
12267,10,1981,night,us,ky,disk,2400
12632,10,1982,night,us,mi,fireball,240
12997,10,1983,afternoon,gb,,sphere,97836000
12997,10,1983,night,us,ma,unknown,20
12997,10,1983,night,us,pa,oval,720
12997,10,1983,night,us,nc,disk,180
13363,10,1984,night,us,or,light,600
13363,10,1984,night,us,ca,light,45
13363,10,1984,night,us,me,triangle,180
13728,10,1985,night,us,fl,triangle,900
13728,10,1985,night,us,mi,light,240
13728,10,1985,night,us,nc,sphere,300
13728,10,1985,night,us,oh,triangle,3600
13728,10,1985,night,us,ca,other,120
13728,10,1985,night,us,ks,sphere,300
14093,10,1986,night,us,or,circle,2700
14093,10,1986,night,us,oh,triangle,300
14093,10,1986,night,us,wv,light,10
14458,10,1987,night,us,fl,unknown,10
14458,10,1987,night,ca,bc,sphere,900
14458,10,1987,night,us,or,oval,1800
14458,10,1987,night,us,nh,fireball,1800
14458,10,1987,night,us,nc,triangle,180
15189,10,1989,afternoon,us,id,disk,180
15189,10,1989,afternoon,us,ky,oval,300
15189,10,1989,night,us,il,circle,300
15189,10,1989,night,us,ny,oval,300
15189,10,1989,night,us,ca,rectangle,10
15189,10,1989,night,us,me,disk,20
15554,10,1990,afternoon,us,wa,oval,300
15554,10,1990,night,us,ca,light,120
15554,10,1990,night,us,ny,light,1200
15919,10,1991,afternoon,us,sc,other,900
15919,10,1991,afternoon,us,ca,circle,900
15919,10,1991,afternoon,us,tn,cigar,300
15919,10,1991,afternoon,us,ar,triangle,300
15919,10,1991,night,us,tn,disk,900
15919,10,1991,night,us,nv,cigar,5
15919,10,1991,night,us,ga,other,900
16285,10,1992,night,us,ca,sphere,90
16285,10,1992,afternoon,us,ga,triangle,1200
16285,10,1992,afternoon,us,mo,egg,90
16285,10,1992,night,us,tx,unknown,20
16650,10,1993,night,us,az,triangle,900
16650,10,1993,night,us,oh,light,7200
16650,10,1993,night,us,mt,light,1800
17015,10,1994,morning,us,ok,triangle,1200
17015,10,1994,afternoon,us,ny,disk,15
17015,10,1994,afternoon,us,ms,changing,1200
17015,10,1994,night,us,ma,changing,300
17015,10,1994,night,us,ca,triangle,3
17015,10,1994,night,us,mo,cigar,600
17015,10,1994,night,us,nv,circle,5
17015,10,1994,night,us,pa,disk,300
17380,10,1995,afternoon,us,ia,unknown,20
17380,10,1995,afternoon,us,or,unknown,5
17380,10,1995,afternoon,us,or,unknown,90
17380,10,1995,afternoon,us,ky,disk,300
17380,10,1995,afternoon,us,pa,rectangle,600
17380,10,1995,night,gb,,light,60
17380,10,1995,night,us,il,other,20
17380,10,1995,night,us,ny,triangle,60
17380,10,1995,night,us,tx,unknown,5400
17380,10,1995,night,us,nh,triangle,600
17746,10,1996,night,us,ca,sphere,15
17746,10,1996,night,us,tx,formation,30
17746,10,1996,night,us,oh,triangle,180
17746,10,1996,morning,us,ny,oval,300
17746,10,1996,afternoon,us,ca,sphere,600
17746,10,1996,afternoon,us,az,sphere,30
17746,10,1996,night,us,tx,fireball,180
18111,10,1997,night,us,mn,triangle,600
18111,10,1997,night,us,tx,rectangle,40
18111,10,1997,night,us,ny,other,300
18111,10,1997,morning,us,or,rectangle,20
18111,10,1997,morning,us,nc,cigar,120
18111,10,1997,night,us,wi,light,1200
18111,10,1997,night,us,sc,triangle,180
18111,10,1997,night,us,ma,triangle,60
18111,10,1997,night,us,il,triangle,60
18111,10,1997,night,us,or,light,60
18111,10,1997,night,us,va,other,300
18111,10,1997,night,us,sc,triangle,1200
18111,10,1997,night,us,fl,light,60
18476,10,1998,night,us,ut,triangle,120
18476,10,1998,night,us,or,light,5
18476,10,1998,night,us,or,fireball,5
18476,10,1998,night,us,wa,disk,180
18476,10,1998,night,us,nm,fireball,120
18476,10,1998,night,us,co,light,1800
18476,10,1998,morning,us,ca,sphere,420
18476,10,1998,afternoon,us,il,disk,1200
18476,10,1998,afternoon,us,ca,fireball,4
18476,10,1998,afternoon,us,ca,fireball,7
18476,10,1998,afternoon,us,nh,oval,120
18476,10,1998,night,us,ia,triangle,60
18476,10,1998,night,gb,,fireball,8
18476,10,1998,night,us,il,formation,900
18476,10,1998,night,us,il,triangle,900
18476,10,1998,night,us,wi,other,300
18841,10,1999,night,us,tx,fireball,30
18841,10,1999,night,us,il,light,60
18841,10,1999,night,us,or,light,25
18841,10,1999,night,us,oh,triangle,300
18841,10,1999,afternoon,us,ny,unknown,5
18841,10,1999,afternoon,us,ok,cigar,120
18841,10,1999,night,us,nv,light,15
18841,10,1999,night,us,nv,light,180
18841,10,1999,night,us,fl,unknown,25
18841,10,1999,night,us,mo,chevron,15
19207,10,2000,night,us,wa,formation,540
19207,10,2000,night,us,mi,disk,600
19207,10,2000,morning,ca,on,cigar,600
19207,10,2000,afternoon,us,ca,light,120
19207,10,2000,afternoon,us,ca,sphere,180
19207,10,2000,night,us,az,cigar,20
19207,10,2000,night,us,ca,unknown,15
19207,10,2000,night,us,or,unknown,3600
19207,10,2000,night,gb,,triangle,60
19207,10,2000,night,us,md,triangle,300
19207,10,2000,night,us,fl,other,10
19207,10,2000,night,us,co,light,300
19207,10,2000,night,us,mo,light,30
19207,10,2000,night,us,tn,triangle,120
19207,10,2000,night,us,ny,diamond,900
19572,10,2001,night,us,wa,unknown,1
19572,10,2001,night,us,mo,light,900
19572,10,2001,night,us,mi,triangle,300
19572,10,2001,night,us,me,oval,10
19572,10,2001,night,us,ca,triangle,300
19572,10,2001,night,us,ny,changing,180
19572,10,2001,night,us,wa,light,30
